appId,title,genre,summary,description,icon,headerImage,price,score,size,url
jp.naver.line.android,LINE: Free Calls & Messages,Communication,Stay in touch with your friends and family using LINE!,"LINE reshapes communication around the globe, allowing you to enjoy not only messaging but also free voice and video calls wherever you find yourself. 

Download LINE and discover the reasons for its global popularity and number one ranking in 52 countries.

LINE's latest features

★ Intimate conversations or large round tables can happen anywhere with group video calls
Chat with up to 200 friends in your group simultaneously! Enjoy face to face video chats with friends as well!

★ Use polls to quickly see what your friends think
From where to meet to what to eat, avoid lengthy discussions and make decisions easily by creating a poll.

LINE's main features

★ Free voice and video calls anywhere, anytime 
Enjoy great quality calls at no charge, no matter where you are. Even international calls with up to 200 people at the same time are completely free! Use effects and filters for even more fun during video calls. (Note that this feature may not be available on certain devices.)

★ Convenient chats where anything is possible 
Share messages, photos, videos, stickers, voice messages, and locations easily with friends. 

★ Fun and easy-to-use social networking features 
From messages and photos to videos and locations, share your daily moments with friends on Timeline! 

★ Find the world's most popular characters at the Sticker Shop 
Browse hundreds of popular free stickers plus adorable stickers of the world's favorite characters! Choose from a variety of LINE sticker sets to liven up your messages in your own unique way. 

★ Auto-sync your device and PC 
Whether on the go with the mobile version or connected to the desktop version using your PC or Mac, your LINE chats are always up-to-date and synced automatically across all versions. 

★ Your own personal storage space: Keep 
Store messages, photos, videos, and more in Keep where you can easily share them with friends.  

★  Stay informed with LINE official accounts
Connect directly with your favorite celebrities and companies by friending their official accounts.

★ Get connected to new apps
LINE provides a gateway to entertainment and lifestyle apps that will keep you entertained and bring new convenience to your life.

★ Make international calls with LINE Out
Place international calls to mobile phones and landlines at low rates. You can even call friends who aren't on LINE.
Plus, enjoy free calls after watching ads with LINE Out Free.

★ Face Play: May the best face win!
Get ready to stretch those facial muscles! Rack up new high scores in solo mode, or battle it out with your friends in duo mode for double the fun. Don't forget to collect your special trophy and skin when you complete a mission or become the season champion!

■ We recommend using a data plan or connecting to Wi-Fi as you may incur data usage fees otherwise. 
■ Please also use LINE with Android OS versions 4.4 and above to enjoy LINE to the fullest extent.

**********
If your network speed is too slow or you don't have enough device storage, LINE may not install properly.

If this happens, please check your connection and try again.
**********",https://lh3.googleusercontent.com/l-ZZOFGyeKYz3stUbxTECHYnXcRD66C9g0tjiWA_okVIxZyb0E7_esU8LRpq_0LFCu8Y,https://lh3.googleusercontent.com/BkvRJsjYiEjb0-XKuop2AurqFKLhhu_iIP06TrCTGAq180P9Briv8Avz8ncLp7bOmCs,0.0,4.1838794,Varies with device,https://play.google.com/store/apps/details?id=jp.naver.line.android&hl=en&gl=us
com.google.android.deskclock,Clock,Tools,Your simple and beautiful alarm clock for Android,"Clock combines all of the functionality you need into one simple, beautiful package.

 • Set alarms, add timers, and run a stopwatch
 • Keep track of time around the world using the World Clock
 • Pair with Wear OS devices to bring your alarms and timers to your wrist",https://lh3.googleusercontent.com/k-K6mdmZJZrJiuMJCHILReDGjMl_2ljzFIz3QLULfKL1q0tWtTcAkc0RDsjg9QEuXYw,https://lh3.googleusercontent.com/Dj8PMETYgjeJL5tFlmYcgZkw6u14MiYmZaPbEszLg9-5oXeK5EsvEqoj_T-1RYNFw8df,0.0,4.104221,Varies with device,https://play.google.com/store/apps/details?id=com.google.android.deskclock&hl=en&gl=us
com.google.android.gm,Gmail,Communication,Email from Google,"Gmail is an easy to use email app that saves you time and keeps your messages safe. Get your messages instantly via push notifications, read and respond online & offline, and find any message quickly.
With the Gmail app you get:
• An organized inbox - Social and promotional messages are sorted into categories so you can read messages from friends and family first.
• Less spam - Gmail blocks spam before it hits your inbox to keep your account safe and clutter free.
• 15GB of free storage - You won’t need to delete messages to save space.
• Multiple account support - Use both Gmail and non-Gmail addresses (Outlook.com, Yahoo Mail, or any other IMAP/POP email) right from the app.",https://lh3.googleusercontent.com/UHU0CNrJ0G9_JLLObJ8tk8LooGEEYpJFd93f4QYMKIGV9C3Zgtv2PpetUFur5lHp1w,https://lh3.googleusercontent.com/bfpdXys_ABrZGPvu8M94gI9yGV7hvFFP11_-6bt6DSHlpowhdtCitbNrYoCECI3LCsE,0.0,4.349701400000001,Varies with device,https://play.google.com/store/apps/details?id=com.google.android.gm&hl=en&gl=us
com.viber.voip,"Viber Messenger - Messages, Group Chats & Calls",Communication,Join Viber messenger to enjoy the most secure messaging and free calls around!,"Viber is the FREE, simple, fast and most secure messaging and calling app. The messenger of choice for over 1 billion users worldwide! Text now for free and make high-quality crystal-clear phone calls. 

Viber is completely free. All you need is a data plan or Wi-Fi connection and you’re good to go. Make free international calls, send text messages, open a group chat, and so much more! Download Viber today to connect with people, no matter who they are, or where they are from.

Why is Viber the best messaging app for you?

Fully Synced Desktop and Tablet Apps
Viber is fully synced to your computer and laptop. You can see all your messages and calls, and chat with them directly from your desktop or Android tablet.

Make Free Audio and Video Calls
Make crystal-clear audio and instant video calls to friends and family for free!

Make Low-cost Calls to Landlines with Viber Out
Call landlines, non-Viber users or anyone who doesn’t have an internet service or a mobile phone with Viber Out’s low-cost international calling service. 

Send Free Messages
Staying in touch has never been easier. Send a free text message, share a photo, a sticker or GIF, a video or any other file. 

Open a Group Chat
Catch up with friends, family and coworkers by opening a group chat for up to 250 members. 

Chat and Call with 100% Privacy
Thanks to end-to-end encryption, any type of information you share on Viber will always remain between yourself and the person you’re talking to. Any message you send makes its way from your device to the recipient’s in the form of an encrypted code that only their device can translate to plain text using an encryption key. Encryption keys exist only on user devices and nowhere else. So, no one — not even Viber — can read your messages.

Self-Destruct Your Secret Chats
Start a Secret Chat which will let you set a self-destruct timer for every message in your conversation so that after your message is read, it’s automatically deleted from your recipient’s phone.

Express Yourself with GIFs and Stickers
Words can only say so much! Express your every emotion with over endless of GIFs and over 35,000 stickers from the Viber Sticker Market. 

Start a Viber Community with Unlimited Members
No matter what you’re interested in, you can now start your own Viber Community! Interact with an unlimited number of people, about a shared topic or passion. Enjoy more admin controls than ever before as well as new conversation features in a unique chat space where you get to call all the shots. 

Enrich Your Conversation with Chat Extensions
Spice up your conversations with a variety of useful Chat Extensions including easy access to your favorite links, GIFs and videos, Yelp, YouTube, Booking, Spotify and more. 

Viber Out Subscriptions are a bundle of minutes to call a specific destination, which are purchased in-app and renew monthly or weekly depending on your plan. If you subscribe via play store, payment will be charged to your account when the purchase is confirmed. Subscriptions automatically renew unless auto-renew is turned off at least 24 hours before the end of the current period. Your Account will be charged for this renewal up to 24 hours before the end of the current period at the rate of your selected plan. You can manage your subscription and turn off auto-renewal at any time by going to your  Play Store Account settings on your device.

And so much more: 
* Mention friends in a group so they don’t miss out on anything

* Broadcast messages to multiple contacts

* Pin messages to the top of your group’s screen

* Reply to any specific message within a group chat

* Share your location

* Exchange contacts with friends

Viber is part of the Rakuten Group, a world leader in e-commerce and financial services.
Install Viber Free Messenger Now and Start Connecting!",https://lh3.googleusercontent.com/U6w6exKdvzjRC6ypN68s6nvn8OBlNgDOf5ub9xcqvZPAkXXVW153t9KMeD8yeAVlTxw,https://lh3.googleusercontent.com/rMk0tmdk3MUGRcnZd7JbEwlL4BLsswgsa7mJ7lygiGfyMJph784pEbxyR3AQsA-4wZ8,0.0,4.3630223,Varies with device,https://play.google.com/store/apps/details?id=com.viber.voip&hl=en&gl=us
com.skype.raider,Skype - free IM & video calls,Communication,"Talk to friends and family using voice, video, SMS or instant messages.","Skype keeps the world talking. Say “hello” with an instant message, voice or video call – all for free*.

Use Skype to send SMS messages to mobiles worldwide and with SMS Connect you can now also read and reply to your phone's SMS messages right from your computer. SMS connect will be released gradually.

• Video calls – Don’t just hear the cheers, see them! Get together with 1 or 24 of your friends and family on a HD video call. Watch everyone’s smiles and cries when you tell them “We’re engaged!!!"" 
• Chat – Reach people instantly. Send messages to your friends, grab someone’s attention with @ mentions, or create a group chat to plan a family reunion. 
• SMS Connect - Read and reply to your phone's SMS messages in Skype on your PC or Mac.
• Share – Send photos and videos with your family and friends. Save shared photos and videos to your camera roll. Share your screen to make travel plans with friends or present designs to your team.
• Voice calls – Camera shy? Make voice calls to anyone in the world on Skype. You can also call mobile and landlines at low rates.
• Express yourself – Liven up conversations with emoticons, click on the “+” in chat to send a Giphy or images from the web, and annotate images with words, lines and more.

By downloading the Skype Preview, you’ll gain early access to our newest and coolest features. Of course, while you’re having fun, know that this app is a work in progress. We're hoping to get your vital feedback as we add new enhancements and features to Skype. Simply click the heart icon on the main screen and you will be able to send your comments to our team, helping us shape the future of Skype.

Skype is available on phones, tablets, PCs and Macs.

*Skype to Skype calls are free. Operator data charges may apply. We recommend using an unlimited data plan or WiFi connection.",https://lh3.googleusercontent.com/6Ai75zxhXDR28YuImtzx3J7EjfPoU5Q06B_kQfwYaC2utsJD8cay7rSMZAbUM2tuYaA,https://lh3.googleusercontent.com/Htq0sOMh1f-qS4FNsddegR7gm_4Rs9RTYJgPLQ9T_j-ciaFgJalDYFr4DriXUk3Pju85,0.0,4.1367354,Varies with device,https://play.google.com/store/apps/details?id=com.skype.raider&hl=en&gl=us
com.yahoo.mobile.client.android.mail,Yahoo Mail – Organized Email,Communication,"Now also works with Gmail, Outlook and AOL. No Yahoo email required!","The best email app to easily organize your Gmail, Outlook (Hotmail), AOL and Yahoo mailboxes. Regardless of your email address, you can experience the Yahoo Mail app's beautiful design, easy-to-use interface and lightning fast speed. Plus, Yahoo Mail offers 1000 GB of free secure cloud storage, so you never have to worry about conserving space in your email inbox again.

●  SIGN UP WITH ANY EMAIL ADDRESS - Works with non-Yahoo email addresses, including Gmail, Outlook (Hotmail) and AOL. No Yahoo email address required.

●  SAVE MONEY - Save deals from retailers for later use in the Deals View. Get notified when deals are about to expire. 

●  TRAVEL READY - See flight details and check-in with new Travel View. Get notified of all gate changes, delays and cancellations.

●  CUSTOMIZE YOUR SWIPES - Choose different actions like delete, archive, move and more when you swipe left or right on an email.

●  GET NOTIFICATIONS FROM PEOPLE ONLY - Get notified only when you receive a new email from a person, not companies or newsletters.

●  QUICKLY SEARCH - Search across all of your emails, contacts, files and photos, faster than ever.

●  CHOOSE A THEME - Select different backgrounds and text colors for your Yahoo inbox.

●  GET CREATIVE - Make sure your emails stand out with animated GIFs and artist-designed stationery from Paperless Post.

●  SEND MULTIPLE ATTACHMENTS - Easily add photos, videos, and documents to an email, all at once.

●  NEVER DELETE AN EMAIL - Keep all of your emails with 1000 GB of free secure cloud storage.

●  DITCH PASSWORDS - Enable Account Key for secure, password-free sign in.

●  CONNECT GOOGLE DRIVE AND DROPBOX - Easily access and send photos and documents you’ve stored in the cloud.

●  GET YAHOO MAIL PRO on mobile - Get ad-free email and priority customer support for $0.99/month or $9.99/year, available as an in-app purchase.

Tell us what you think! We’re committed to creating the best mobile mail experience possible and would love your feedback: https://yahoo.uservoice.com/forums/251116-yahoo-mail or email us at ymail-play-store-feedback@verizonmedia.com

Notes: 
●  Optimized for use with TalkBack.",https://lh3.googleusercontent.com/QZsK7tygLmx-GPwsUfIP5etowhcZHJm-j1IbY36p4IJMN5u6rpsjPw7bXZWZk-LjrR1U,https://lh3.googleusercontent.com/__X_TrzKOxFKnpesDDILwz1m9odtWqwU29KdQ7aBGWvKopagZrG8CX5MUGoMv2t1G9c3,0.0,4.35271,Varies with device,https://play.google.com/store/apps/details?id=com.yahoo.mobile.client.android.mail&hl=en&gl=us
com.google.android.gms,Google Play services,Tools,Google Play services - Google services for Android apps,"Google Play services is used to update Google apps and apps from Google Play.
This component provides core functionality like authentication to your Google services, synchronized contacts, access to all the latest user privacy settings, and higher quality, lower-powered location based services.
Google Play services also enhances your app experience. It speeds up offline searches, provides more immersive maps, and improves gaming experiences.
Apps may not work if you uninstall Google Play services.",https://lh3.googleusercontent.com/f6ZSUJrtL5uniwWCTp1OeJj8MdoDaSTqi2XFyy9A0yPv6DpBo2giisRKDpXD9qk66KE,https://lh3.googleusercontent.com/HGmEzBqqpms1BhHH02WxS79FrMuj9l7xxYCd13sMo4Doik7sJt3mf1Wa6aIrECtuM6t7,0.0,4.095299,Varies with device,https://play.google.com/store/apps/details?id=com.google.android.gms&hl=en&gl=us
com.google.android.apps.plus,Google+ for G Suite,Social,Google+ for G Suite,"Google+ is now only available for G Suite customers, and it is no longer available for consumer (personal) and brand accounts.
Learn More: https://support.google.com/plus/answer/9217723

G Suite customers may see some changes to Google+ features related to the consumer
Google+ shutdown. You can talk to your G Suite administrator to learn more
(https://support.google.com/a/answer/6208960), or you can find more details here:
https://support.google.com/a/answer/9229693.

You can also expect a new look and new features soon. Learn more:
https://cloud.google.com/blog/products/g-suite/new-enterprise-grade-features-in-googleplus-help-businesses-drive-collaboration",https://lh3.googleusercontent.com/N-AY2XwXafWq4TQWfua6VyjPVQvTGRdz9CKOHaBl2nu2GVg7zxS886X5giZ9yY2qIjPh,https://lh3.googleusercontent.com/dpELUCE27ZyHUe2Yid_4Gjm_7JgWp1xJhbNDrSxrQhBnn8DV0K-SoIEJEp36hFbDJ0o,0.0,4.2059169999999995,Varies with device,https://play.google.com/store/apps/details?id=com.google.android.apps.plus&hl=en&gl=us
com.facebook.orca,Messenger – Text and Video Chat for Free,Communication,"Be together whenever with a simple way to text, video chat and rally the group.","Be together whenever with a simple way to text, video chat and rally the group.

* SEND A MESSAGE -Skip exchanging phone numbers, just send a message. It's seamless across devices.
* CUT DOWN GLARE WITH DARK MODE. Dark mode is a sleek new look that goes easy on the eyes by switching the background from white to black.
* SHOW YOUR REACTION - Add a silly sticker, send a dancing GIF and use emojis to express yourself better.
* SHARE PHOTOS AND VIDEOS - Capture the moment with the Messenger Camera, add a filter or doodle, then send to friends or share to Stories.
* RALLY THE GROUP - Make plans to get together with polls, share your location, split the bill and more.
* HOP ON A CALL OR VIDEO CHAT - Hang out anywhere, anytime by getting on call or a group video** chat — filters optional :) **Calls are free over Wi-Fi but otherwise standard data charges apply.
* SEND A VOICE MESSAGE - When text just won't cut it, just hit record and send say, sing or shout it out loud.
* SEND MONEY SECURELY AND EASILY (within US, UK and France only) - Send and receive money from friends in the app by adding your debit card or PayPal* account. *PayPal available in the US only.
* SHARE YOUR LOCATION - Suggest a meeting spot or tell friends where you are by sharing your location with just a few taps.
* CHAT WITH BUSINESSES - Easily connect with your favorite businesses to make reservations, get customer support, find deals and more.
* PLAY GAMES WITH FRIENDS - Challenge friends, climb leaderboards, and discover your next gaming obsession.
* BRING SMS INTO MESSENGER - No need to open multiple apps to stay in touch. Use one app for SMS and Messenger.",https://lh3.googleusercontent.com/rkBi-WHAI-dzkAIYjGBSMUToUoi6SWKoy9Fu7QybFb6KVOJweb51NNzokTtjod__MzA,https://lh3.googleusercontent.com/kBtGTjKuAMwshWKj9USE93mA-iaERBKoLY1i2I0M-5adZwPlx8izXR8tgK3uc4GTdt6O,0.0,4.0915040000000005,Varies with device,https://play.google.com/store/apps/details?id=com.facebook.orca&hl=en&gl=us
com.android.chrome,Google Chrome: Fast & Secure,Communication,"Fast, simple, and secure. Google Chrome browser for Android phones and tablets.","Google Chrome is a fast, easy to use, and secure web browser. Designed for Android, Chrome brings you personalized news articles, quick links to your favorite sites, downloads, and Google Search and Google Translate built-in. Download now to enjoy the same Chrome web browser experience you love across all your devices.
        
        Browse fast and type less. Choose from personalized search results that instantly appear as you type and quickly browse previously visited web pages. Fill in forms quickly with Autofill.
        
        Incognito Browsing. Use Incognito mode to browse the internet without saving your history. Browse privately across all your devices.
        
        Sync Chrome Across Devices. When you sign into Chrome, your bookmarks, passwords, and settings will be automatically synced across all your devices. You can seamlessly access all your information from your phone, tablet, or laptop.
        
        All your favorite content, one tap away. Chrome is not just fast for Google Search, but designed so you are one tap away from all your favorite content. You can tap on your favorite news sites or social media directly from the new tab page. Chrome also has the “Tap to Search”- feature on most webpages. You can tap on any word or phrase to start a Google search while still in the page you are enjoying.
        
        Protect your phone with Google Safe Browsing. Chrome has Google Safe Browsing built-in. It keeps your phone safe by showing warnings to you when you attempt to navigate to dangerous sites or download dangerous files.
        
        Fast downloads and view web pages and videos offline Chrome has a dedicated download button, so you can easily download videos, pictures, and entire webpages with just one tap. Chrome also has downloads home right inside Chrome, where you can access all the content you downloaded, even when you are offline.
        
        Google Voice Search. Chrome gives you an actual web browser you can talk to. Use your voice to find answers on-the-go without typing and go hands free. You can browse and navigate quicker using your voice anywhere, anytime.
        
        Google Translate built-in: Quickly translate entire web pages. Chrome has Google Translate built in to help you to translate entire web to your own language with one tap.
        
        Use less mobile data and speed up the web. Turn on Lite mode and use up to 60% less data. Chrome can compress text, images, videos, and websites without lowering the quality.
        
        Smart personalized recommendations. Chrome creates an experience that is tailored to your interests.  On the new tab page, you will find articles that Chrome selected based on your previous browsing history.",https://lh3.googleusercontent.com/nYhPnY2I-e9rpqnid9u9aAODz4C04OycEGxqHG5vxFnA35OGmLMrrUmhM9eaHKJ7liB-,https://lh3.googleusercontent.com/WPIJiEaY1kOU3-zogfv11ILu-mCaKhdq7hy2LXZ7JoLFTqGW3ZUXpRCTM7_dvPuBgB0,0.0,4.337962,Varies with device,https://play.google.com/store/apps/details?id=com.android.chrome&hl=en&gl=us
com.google.android.videos,Google Play Movies & TV,Video Players & Editors,Watch movies &amp; TV shows on Google Play or find where they’re available to stream,"Google Play makes finding and watching movies & TV shows easier than ever.

Buy or rent the newest movies and shows before they hit DVD or streaming. You can also search for titles to see which streaming apps offer them.
Anything you buy or rent on Google Play can be downloaded to watch when you’re not connected. Watch instantly on your Android phone or tablet, or on your TV using Chromecast.

WATCH ACROSS YOUR STREAMING APPS
New! See if a streaming service offers your favorite show or movie. Just search for it and check to see if other streaming options are available.

NEW WAYS TO DISCOVER SHOWS & MOVIES
Find new shows and movies to watch in just a few taps - from family movies to award-winning crime shows
 Give a thumbs up or down to get better recommendations for what to watch next

SEE THE NEWEST RELEASES HERE FIRST
Buy or rent the newest movies and shows before they hit DVD or streaming apps
Add shows and movies to your watchlist to view them later",https://lh3.googleusercontent.com/fjACGhFTGaWYU_XMEoVIBdVJKSP4sFLwN2YNqiK3rKN85dZ5I7IKSsmkdcR39QyXJg,https://lh3.googleusercontent.com/WnfQX3MkGfKg4QPG9q_mqXbXwE-tdauUQDMFxggM5xGXygXvUMPl8qyvCY63HPYUFA,0.0,3.7148786,Varies with device,https://play.google.com/store/apps/details?id=com.google.android.videos&hl=en&gl=us
com.socialnmobile.dictapps.notepad.color.note,ColorNote Notepad Notes,Productivity,"ColorNote® - Easy to use notepad for notes, shopping list, to-do list, calendar","ColorNote® is a simple and awesome notepad app. It gives you a quick and simple notepad editing experience when you write notes, memos, e-mails, messages, shopping lists and to-do lists. Taking notes with ColorNote® Notepad is easier than any other notepad or memo pad app.

* Notice *
- If you cannot find the widget, then please read the FAQ below.
- When you're finished using the notepad, an automatic save command preserves your individual note.

* Product Description *
ColorNote® features two basic note taking formats, a lined-paper styled text option, and a checklist option. Add as many as you want to your master list, which appears on the app's home screen each time the program opens. This list may be viewed in traditional ascending order, in grid format, or by note color.

- Taking a Note -
Serving as a simple word processing program, the text option allows for as many characters as you're willing to type. Once saved, you can edit, share, set a reminder, or check off or delete the note through your device's menu button. When checking off a text note, the app places a slash through the list's title, and this will be displayed on the main menu.

- Making To-do List or Shopping List -
In the checklist mode, you can add as many items as you'd like and arrange their order with drag buttons activated in the edit mode. After the list is finished and saved, you may check or uncheck each line on your list with a quick tap, which will toggle a line slash. If all items have been checked, then the list's title is slashed as well.


* Features *
- Organize notes by color (color notebook)
- Sticky note memo widget (Put your notes on your home screen)
- Checklist notes for To do list & Shopping list. (Quick and simple list maker)
- Checklist notes to get things done (GTD)
- Organize your schedule by note in calendar
- Write a diary and journal in calendar
- Password Lock note : Protect your notes with passcode
- Secured backup notes to SD storage
- Supports online back up and sync. You can sync notes between phone and tablet.
- Reminder notes on status bar
- List/Grid View
- Search notes
- Notepad supports ColorDict Add-on
- Powerful task reminder : Time Alarm, All day, Repetition.(lunar calendar)
- Quick memo / notes
- Wiki note link : [[Title]]
- Share notes via SMS, e-mail or Twitter

* Online backup and sync cloud service *
- Notes will be encrypted before uploading notes by using the AES standard, which is the same encryption standard used by banks to secure customer data.
- It does not send any of your notes to the server without you signing in.
- Sign-in with Google or Facebook.

* Permissions *
- Internet Access: For online backup & sync notes
- Storage :  For backup notes to the storage of the device
- Prevent phone from sleeping, control vibrator, automatically start at boot: For reminder notes

* FAQ *
Q: How do you put a sticky note widget on the home screen?
A: Go to the home screen and hold down your finger on an empty space and choose widget, Color Note will then be desplayed so you can stick on the page. 

Q: Why don't the widget, the alarm and notes remider functions work?
A: If the app is installed on the SD card, your widget, reminder, etc. will not work properly because Android doesn't support these features when installed on an SD card! If you have already moved the app to an SD card, but want those features, then you have to move the app back on the device and reboot your phone.

Settings - Applications - Manage Applications - Color Note - Move to Device

Q: Where are backed up notes data on the SD card?
A: '/data/colornote' or '/Android/data/com.socialnmobile.dictapps.notepad.color.note/files' on SD card 

Q: I forgot my master password. How can I change it?
A: Menu → Settings → Master Password → Menu Button → Clear Password. You will lose your current locked notes when you clear the password!

Q: How can I create todo list note?
A: New - Select checklist note - Put items - Save. Tap an item to strikethrough.",https://lh3.googleusercontent.com/IDOtRhsZLSG3EFxWxmWREMPa42_SNQvl9-x4FBu5dn9aJMjpVtMx_GoNdnQwEIp_7gsV,https://lh3.googleusercontent.com/gcJ1dGTnTJUWezGN__6_BZcS-hGjj4rUv1-SRJDWVlzB_-h0LVfRbUdXMBlspboG484,0.0,4.6442437000000005,Varies with device,https://play.google.com/store/apps/details?id=com.socialnmobile.dictapps.notepad.color.note&hl=en&gl=us
com.google.android.googlequicksearchbox,Google,Tools,"Find quick answers, explore your interests, and stay up to date with Discover.","The Google app keeps you in the know about things that matter to you. Find quick answers, explore your interests, and stay up to date with Discover. The more you use the Google app, the better it gets.

Search and browse:
- Nearby shops and restaurants
- Live sports scores and schedules
- Movies times, casts, and reviews
- Videos and images
- News, stock information, and more
- Anything you’d find on the web

Get personalized updates in Discover*:
- Stay in the know about topics that interest you
- Start your morning with weather and top news
- Get updates on sports, movies, and events
- Know as soon as your favorite artists drop new albums
- Get stories about your interests and hobbies
- Follow interesting topics, right from Search results

Unstable connection?
- Google will automatically optimize results to improve loading on bad connections
- If Google cannot complete a Search, you’ll get a notification with the search results once you regain connection

Learn more about what the Google app can do for you: http://www.google.com/search/about
*some features of Discover might not be available in all countries",https://lh3.googleusercontent.com/DKoidc0T3T1KvYC2stChcX9zwmjKj1pgmg3hXzGBDQXM8RG_7JjgiuS0CLOh8DUa7as,https://lh3.googleusercontent.com/U8zDyTkJcCQFtKDeu4x8M2_-zIcVuF53fzipTAqZ4nY-ojbAjTNYhS_Z8SVNNysE5A,0.0,4.408070599999999,Varies with device,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox&hl=en&gl=us
com.twitter.android,Twitter,News & Magazines,What&#39;s happening?,"From breaking news and entertainment to sports, politics, and everyday interests, when it happens in the world, it happens on Twitter first. See all sides of the story. Join the conversation. Watch live streaming events. Twitter is what’s happening in the world and what people are talking about right now.

 
More highlights: 

- Watch premium and exclusive live streams directly from your mobile device. No account required.
- Go Live with a tap or sit back and watch events unfold from around the world.
 
Timeline
- Discover what your favorite sports, news, politics, and entertainment thought leaders are talking about
- Experience dynamic media — like photos, videos, and GIFs
- Retweet, share, like, or reply to Tweets in your timeline
- Write a Tweet to let the world know what’s happening with you
 
Explore
- See what topics and hashtags are trending now 
- Discover Moments, curated stories showcasing the very best of today’s biggest events
- Get caught up on news headlines and videos
- Relive the latest sports highlights
- Be in the know about pop culture and entertainment
- See what fun stories are going viral
 
Notifications
- Find out who started following you
- Discover which of your Tweets were liked or Retweeted
- Respond to replies or be alerted to Tweets you were mentioned in
 
Messages
- Chat privately with friends and followers
- Share Tweets and other media
- Create a group conversation with anyone who follows you
 
Profile
- Customize your profile with a photo, description, location, and background photo
- Look back at your Tweets, Retweets, replies, media, and likes
 
Connect
- Get suggestions on influential people to follow
- Sync your contacts to find friends currently on Twitter or invite more",https://lh3.googleusercontent.com/wIf3HtczQDjHzHuu7vezhqNs0zXAG85F7VmP7nhsTxO3OHegrVXlqIh_DWBYi86FTIGk,https://lh3.googleusercontent.com/nYUZyNKkZC4gGEeny_-ZrGQobnNRUwaJUFKa95gcTHoMTIZcuBSr6V8CeD9fvBkZ_g,0.0,4.320476,Varies with device,https://play.google.com/store/apps/details?id=com.twitter.android&hl=en&gl=us
com.google.android.dialer,Phone,Tools,A better way to call,"Improve your calling experience and call control by updating the Phone app for your Android 7.0 (Nougat) or newer device. You’ll get Call Screen, Google Duo video calling, spam protection, and caller ID.

CALL SCREEN
Avoid unwanted calls - Screen spam, scams and other unwanted calls. Get real-time transcription and block unwanted callers so you never hear from them again. (Available in US English on Pixel devices)

GOOGLE DUO VIDEO CALLS
To make the highest quality one-to-one video call, simply tap from the call log, search, or contacts card. Easily switch a voice call to a Duo video call with Google Duo installed and activated.

SPAM PROTECTION AND CALLER ID
See warnings about potential spam callers and report suspicious calls to help protect the community from telemarketers, fraudsters, and spammers. Block numbers to prevent them calling you again.

VISUAL VOICEMAIL
Check your messages without having to call voicemail - view, playback and delete them right from the Phone app and download the audio to your device.

MINI CALL VIEW
Switching from a call shrinks the call screen so it can be moved while multitasking in other apps.",https://lh3.googleusercontent.com/7M2PyII8UNkUIkzC92Knz5HRDCo-Rce_lr6T6ROz5c8SlY92ISKjsjbdWaC05ZiKV0k,https://lh3.googleusercontent.com/PM89BEJhnVLyTGoIDDvwwiCLTlIqXZmrsPFsRPcLF31navLqlYSbmjieOK_cs9idLJI,0.0,3.6498804,Varies with device,https://play.google.com/store/apps/details?id=com.google.android.dialer&hl=en&gl=us
